Purchase_ID,Customer_ID,Product_ID,Purchase_Date,Quantity
PUR47402,CUST05358,P00090,2026-06-03,1
PUR47403,CUST05358,P00178,2026-04-12,3
PUR47404,CUST05359,P00251,2026-03-12,2
PUR47405,CUST05359,P00167,2025-12-14,1
PUR47406,CUST05359,P00099,2026-04-24,1
PUR47407,CUST05360,P00338,2026-04-27,1
PUR47408,CUST05360,P00001,2026-03-08,1
PUR47409,CUST05360,P00527,2026-07-28,1
PUR47410,CUST05360,P00475,2026-02-06,1
PUR47411,CUST05360,P00001,2026-04-05,1
PUR47412,CUST05360,P00108,2026-03-21,1
PUR47413,CUST05360,P00659,2026-08-26,1
PUR47414,CUST05360,P00001,2025-11-14,1
PUR47415,CUST05360,P00001,2026-05-03,1
PUR47416,CUST05360,P00006,2026-07-04,1
PUR47417,CUST05361,P00525,2026-01-15,1
PUR47418,CUST05361,P00036,2024-09-08,2
PUR47419,CUST05361,P00126,2024-12-20,1
PUR47420,CUST05361,P00430,2025-06-18,1
PUR47421,CUST05361,P00036,2025-07-31,1
PUR47422,CUST05361,P00008,2024-10-10,1
PUR47423,CUST05361,P00484,2025-10-22,1
PUR47424,CUST05361,P00008,2025-06-27,1
PUR47425,CUST05361,P00550,2024-12-09,1
PUR47426,CUST05361,P00485,2026-04-14,3
PUR47427,CUST05361,P00126,2025-04-22,2
PUR47428,CUST05361,P00126,2025-09-18,1
PUR47429,CUST05361,P00126,2025-08-02,1
PUR47430,CUST05363,P00458,2026-03-27,1
PUR47431,CUST05363,P00261,2026-07-05,1
PUR47432,CUST05363,P00101,2025-01-03,1
PUR47433,CUST05363,P00574,2026-03-29,1
PUR47434,CUST05363,P00075,2024-12-03,1
PUR47435,CUST05363,P00080,2026-07-20,1
PUR47436,CUST05363,P00108,2025-06-28,1
PUR47437,CUST05363,P00080,2025-09-27,2
PUR47438,CUST05363,P00141,2025-05-28,2
PUR47439,CUST05363,P00278,2026-02-05,2
PUR47440,CUST05363,P00499,2024-12-12,1
PUR47441,CUST05363,P00183,2025-05-30,1
PUR47442,CUST05363,P00075,2026-07-27,2
PUR47443,CUST05363,P00697,2026-05-10,1
PUR47444,CUST05363,P00229,2025-06-10,2
PUR47445,CUST05364,P00496,2025-10-20,1
PUR47446,CUST05364,P00545,2025-01-14,1
PUR47447,CUST05364,P00157,2025-08-05,1
PUR47448,CUST05364,P00358,2026-04-15,1
PUR47449,CUST05364,P00188,2025-01-13,1
PUR47450,CUST05364,P00358,2025-02-08,1
PUR47451,CUST05364,P00594,2026-03-28,1
PUR47452,CUST05365,P00036,2026-03-15,1
PUR47453,CUST05365,P00008,2025-08-25,1
PUR47454,CUST05365,P00217,2024-12-02,1
PUR47455,CUST05365,P00366,2026-03-18,1
PUR47456,CUST05365,P00132,2025-10-20,1
PUR47457,CUST05365,P00217,2026-06-25,2
PUR47458,CUST05366,P00629,2024-12-10,2
PUR47459,CUST05366,P00640,2025-08-25,1
PUR47460,CUST05366,P00280,2025-12-10,1
PUR47461,CUST05366,P00171,2024-12-21,1
PUR47462,CUST05366,P00615,2025-12-02,1
PUR47463,CUST05366,P00040,2024-11-16,2
PUR47464,CUST05367,P00728,2026-04-01,1
PUR47465,CUST05367,P00297,2025-02-08,1
PUR47466,CUST05367,P00504,2025-05-26,1
PUR47467,CUST05367,P00436,2026-08-29,1
PUR47468,CUST05367,P00387,2024-09-11,2
PUR47469,CUST05368,P00104,2026-08-02,1
PUR47470,CUST05368,P00196,2025-11-15,1
PUR47471,CUST05368,P00104,2025-06-13,1
PUR47472,CUST05368,P00386,2025-01-10,1
PUR47473,CUST05368,P00104,2026-01-17,1
PUR47474,CUST05368,P00104,2026-06-10,1
PUR47475,CUST05368,P00489,2024-11-25,1
PUR47476,CUST05368,P00489,2025-06-22,1
PUR47477,CUST05368,P00545,2026-06-10,1
PUR47478,CUST05368,P00104,2024-11-10,1
PUR47479,CUST05368,P00658,2025-05-19,3
PUR47480,CUST05368,P00569,2024-09-07,2
PUR47481,CUST05368,P00104,2025-03-22,1
PUR47482,CUST05368,P00257,2026-01-20,2
PUR47483,CUST05368,P00507,2024-12-06,1
PUR47484,CUST05368,P00407,2026-05-16,1
PUR47485,CUST05368,P00569,2025-07-27,1
PUR47486,CUST05368,P00104,2025-12-12,1
PUR47487,CUST05368,P00104,2025-12-14,1
PUR47488,CUST05368,P00261,2024-11-01,1
PUR47489,CUST05369,P00298,2025-02-21,1
PUR47490,CUST05370,P00247,2024-12-30,1
PUR47491,CUST05370,P00111,2025-09-17,2
PUR47492,CUST05370,P00443,2026-03-09,1
PUR47493,CUST05370,P00445,2024-09-13,3
PUR47494,CUST05370,P00730,2025-07-29,1
PUR47495,CUST05370,P00219,2025-12-23,3
PUR47496,CUST05370,P00029,2025-04-06,2
PUR47497,CUST05371,P00248,2025-12-15,1
PUR47498,CUST05371,P00346,2024-12-06,3
PUR47499,CUST05371,P00248,2025-05-22,3
PUR47500,CUST05371,P00137,2025-09-01,1
PUR47501,CUST05371,P00367,2025-08-02,3
PUR47502,CUST05371,P00256,2025-10-17,1
PUR47503,CUST05371,P00351,2026-01-02,3
PUR47504,CUST05371,P00582,2025-09-03,1
PUR47505,CUST05371,P00347,2026-06-28,2
PUR47506,CUST05371,P00248,2026-02-14,1
PUR47507,CUST05371,P00248,2026-02-02,1
PUR47508,CUST05371,P00248,2025-05-07,1
PUR47509,CUST05371,P00586,2025-10-22,1
PUR47510,CUST05371,P00248,2026-06-28,1
PUR47511,CUST05372,P00432,2026-05-21,1
PUR47512,CUST05372,P00741,2025-04-24,1
PUR47513,CUST05372,P00228,2025-07-29,2
PUR47514,CUST05372,P00336,2025-03-16,1
PUR47515,CUST05373,P00047,2025-03-28,1
PUR47516,CUST05374,P00455,2026-02-10,1
PUR47517,CUST05374,P00157,2025-06-18,1
PUR47518,CUST05374,P00601,2024-09-13,1
PUR47519,CUST05375,P00728,2026-04-11,1
PUR47520,CUST05375,P00728,2026-01-14,1
PUR47521,CUST05376,P00581,2026-06-14,1
PUR47522,CUST05376,P00603,2026-08-29,1
PUR47523,CUST05376,P00104,2026-06-21,2
PUR47524,CUST05377,P00382,2026-08-13,1
PUR47525,CUST05377,P00556,2025-12-20,1
PUR47526,CUST05377,P00024,2024-12-21,1
PUR47527,CUST05377,P00470,2026-05-18,1
PUR47528,CUST05378,P00469,2024-10-08,1
PUR47529,CUST05378,P00469,2025-05-03,1
PUR47530,CUST05379,P00414,2025-03-12,2
PUR47531,CUST05379,P00460,2024-09-05,1
PUR47532,CUST05379,P00342,2025-10-21,2
PUR47533,CUST05379,P00460,2025-06-17,1
PUR47534,CUST05379,P00203,2025-10-08,1
PUR47535,CUST05379,P00676,2026-03-29,1
PUR47536,CUST05379,P00336,2024-11-13,1
PUR47537,CUST05380,P00505,2025-04-24,1
PUR47538,CUST05380,P00505,2025-07-12,1
PUR47539,CUST05380,P00476,2026-07-09,2
PUR47540,CUST05380,P00239,2025-09-14,2
PUR47541,CUST05380,P00532,2026-08-24,1
PUR47542,CUST05380,P00476,2026-08-15,3
PUR47543,CUST05380,P00183,2024-10-29,1
PUR47544,CUST05380,P00015,2026-07-19,1
PUR47545,CUST05380,P00476,2026-08-17,2
PUR47546,CUST05380,P00406,2025-05-02,2
PUR47547,CUST05380,P00476,2025-02-27,1
PUR47548,CUST05380,P00599,2024-12-03,1
PUR47549,CUST05380,P00013,2024-09-13,1
PUR47550,CUST05381,P00640,2025-08-18,1
PUR47551,CUST05381,P00584,2026-03-03,1
PUR47552,CUST05381,P00498,2026-06-17,1
PUR47553,CUST05381,P00498,2026-01-24,1
PUR47554,CUST05381,P00158,2026-07-21,1
PUR47555,CUST05381,P00158,2026-03-17,2
PUR47556,CUST05381,P00498,2025-12-25,1
PUR47557,CUST05381,P00158,2025-10-15,1
PUR47558,CUST05381,P00158,2026-06-24,2
PUR47559,CUST05382,P00406,2025-11-15,1
PUR47560,CUST05382,P00327,2025-02-27,1
PUR47561,CUST05382,P00567,2026-03-14,1
PUR47562,CUST05383,P00050,2024-12-18,1
PUR47563,CUST05384,P00227,2025-09-14,1
PUR47564,CUST05384,P00617,2024-11-17,1
PUR47565,CUST05384,P00306,2026-04-29,2
PUR47566,CUST05384,P00617,2026-02-22,1
PUR47567,CUST05385,P00076,2025-08-17,1
PUR47568,CUST05385,P00152,2026-04-16,1
PUR47569,CUST05385,P00463,2025-11-24,2
PUR47570,CUST05385,P00152,2025-08-08,1
PUR47571,CUST05385,P00352,2024-11-10,1
PUR47572,CUST05385,P00616,2026-03-16,1
PUR47573,CUST05385,P00129,2026-05-15,1
PUR47574,CUST05385,P00345,2026-02-22,1
PUR47575,CUST05385,P00152,2025-10-07,1
PUR47576,CUST05386,P00316,2025-12-14,1
PUR47577,CUST05386,P00473,2024-11-07,1
PUR47578,CUST05386,P00473,2025-02-07,2
PUR47579,CUST05386,P00162,2025-12-29,1
PUR47580,CUST05387,P00456,2025-02-04,1
PUR47581,CUST05387,P00497,2025-11-17,1
PUR47582,CUST05387,P00651,2025-09-10,1
PUR47583,CUST05387,P00382,2025-11-06,1
PUR47584,CUST05387,P00651,2025-06-25,1
PUR47585,CUST05387,P00350,2026-03-28,1
PUR47586,CUST05387,P00279,2026-04-14,1
PUR47587,CUST05387,P00030,2026-08-11,1
PUR47588,CUST05387,P00592,2026-06-20,1
PUR47589,CUST05387,P00592,2025-06-24,2
PUR47590,CUST05387,P00651,2025-03-21,1
PUR47591,CUST05387,P00651,2024-09-14,1
PUR47592,CUST05387,P00651,2025-03-07,1
PUR47593,CUST05387,P00030,2024-12-05,1
PUR47594,CUST05387,P00592,2025-05-28,2
PUR47595,CUST05387,P00382,2024-10-11,1
PUR47596,CUST05387,P00149,2024-11-07,1
PUR47597,CUST05387,P00382,2025-07-16,1
PUR47598,CUST05388,P00706,2025-11-20,1
PUR47599,CUST05389,P00361,2025-01-07,1
PUR47600,CUST05389,P00361,2025-10-08,1
PUR47601,CUST05389,P00361,2025-12-26,1
PUR47602,CUST05389,P00669,2025-02-19,2
PUR47603,CUST05389,P00722,2025-03-22,1
PUR47604,CUST05389,P00361,2025-10-07,2
PUR47605,CUST05389,P00058,2026-06-23,1
PUR47606,CUST05389,P00669,2024-11-18,1
PUR47607,CUST05389,P00361,2025-09-25,1
PUR47608,CUST05389,P00188,2025-11-23,1
PUR47609,CUST05389,P00748,2026-04-12,1
PUR47610,CUST05389,P00361,2025-03-22,1
PUR47611,CUST05389,P00058,2024-12-09,1
PUR47612,CUST05389,P00106,2026-03-16,2
PUR47613,CUST05389,P00748,2025-03-17,1
PUR47614,CUST05389,P00335,2026-07-12,1
PUR47615,CUST05389,P00361,2026-04-05,1
PUR47616,CUST05390,P00341,2024-10-31,2
PUR47617,CUST05390,P00341,2025-03-28,1
PUR47618,CUST05390,P00341,2026-02-09,1
PUR47619,CUST05390,P00341,2024-12-09,1
PUR47620,CUST05390,P00341,2025-03-09,2
PUR47621,CUST05390,P00341,2026-07-06,1
PUR47622,CUST05390,P00747,2025-12-25,1
PUR47623,CUST05391,P00512,2025-05-30,1
PUR47624,CUST05391,P00174,2025-07-11,1
PUR47625,CUST05391,P00358,2025-04-23,1
PUR47626,CUST05391,P00496,2025-11-14,1
PUR47627,CUST05391,P00496,2025-08-23,1
PUR47628,CUST05391,P00678,2025-05-02,1
PUR47629,CUST05391,P00678,2025-04-30,1
PUR47630,CUST05391,P00678,2025-06-28,2
PUR47631,CUST05391,P00678,2024-12-30,1
PUR47632,CUST05391,P00496,2025-07-28,1
PUR47633,CUST05391,P00496,2024-12-05,2
PUR47634,CUST05391,P00678,2025-12-23,1
PUR47635,CUST05391,P00537,2025-10-18,1
PUR47636,CUST05392,P00457,2026-04-09,1
PUR47637,CUST05392,P00343,2026-06-10,1
PUR47638,CUST05393,P00363,2025-06-19,1
PUR47639,CUST05393,P00363,2025-03-27,1
PUR47640,CUST05393,P00437,2025-05-23,1
PUR47641,CUST05393,P00123,2024-12-28,2
PUR47642,CUST05393,P00363,2025-05-08,1
PUR47643,CUST05393,P00363,2024-09-25,1
PUR47644,CUST05393,P00363,2025-04-03,1
PUR47645,CUST05393,P00363,2024-10-24,2
PUR47646,CUST05393,P00462,2025-02-16,2
PUR47647,CUST05393,P00282,2026-07-29,2
PUR47648,CUST05393,P00223,2025-12-17,2
PUR47649,CUST05393,P00363,2025-04-21,2
PUR47650,CUST05393,P00363,2024-12-02,1
PUR47651,CUST05393,P00363,2026-04-27,1
PUR47652,CUST05393,P00462,2026-08-29,1
PUR47653,CUST05393,P00363,2025-08-09,1
PUR47654,CUST05394,P00354,2025-04-16,1
PUR47655,CUST05394,P00461,2025-07-17,1
PUR47656,CUST05394,P00054,2025-12-04,1
PUR47657,CUST05394,P00538,2024-12-14,1
PUR47658,CUST05394,P00141,2026-05-10,2
PUR47659,CUST05394,P00250,2024-12-24,1
PUR47660,CUST05395,P00267,2026-07-17,2
PUR47661,CUST05395,P00169,2024-09-15,1
PUR47662,CUST05395,P00109,2026-06-28,1
PUR47663,CUST05395,P00375,2026-02-24,1
PUR47664,CUST05395,P00169,2025-10-13,1
PUR47665,CUST05395,P00169,2025-02-19,1
PUR47666,CUST05395,P00368,2026-04-23,1
PUR47667,CUST05395,P00414,2026-04-23,1
PUR47668,CUST05395,P00169,2025-11-13,1
PUR47669,CUST05396,P00545,2026-08-13,1
PUR47670,CUST05396,P00545,2025-10-04,1
PUR47671,CUST05396,P00545,2025-10-23,1
PUR47672,CUST05396,P00703,2025-03-18,1
PUR47673,CUST05396,P00545,2026-01-20,1
PUR47674,CUST05396,P00165,2024-11-09,1
PUR47675,CUST05396,P00188,2025-12-25,2
PUR47676,CUST05396,P00545,2025-12-09,1
PUR47677,CUST05397,P00287,2026-04-02,1
PUR47678,CUST05397,P00419,2025-05-09,1
PUR47679,CUST05397,P00530,2025-08-06,2
PUR47680,CUST05397,P00143,2026-08-21,1
PUR47681,CUST05397,P00530,2025-04-18,1
PUR47682,CUST05397,P00557,2026-01-01,2
PUR47683,CUST05397,P00287,2025-09-02,1
PUR47684,CUST05397,P00420,2025-01-27,2
PUR47685,CUST05397,P00557,2025-08-31,1
PUR47686,CUST05397,P00287,2025-09-02,1
PUR47687,CUST05397,P00493,2026-01-13,1
PUR47688,CUST05398,P00240,2024-12-22,1
PUR47689,CUST05398,P00366,2025-05-03,1
PUR47690,CUST05398,P00647,2024-09-10,1
PUR47691,CUST05398,P00366,2026-01-26,1
PUR47692,CUST05399,P00565,2026-04-18,1
PUR47693,CUST05400,P00731,2026-04-06,1
PUR47694,CUST05400,P00234,2025-05-19,1
PUR47695,CUST05400,P00234,2026-02-12,1
PUR47696,CUST05400,P00234,2025-08-23,1
PUR47697,CUST05400,P00234,2025-10-01,1
PUR47698,CUST05400,P00352,2026-05-27,1
PUR47699,CUST05400,P00234,2025-05-11,1
PUR47700,CUST05400,P00379,2025-03-31,2
PUR47701,CUST05400,P00234,2026-06-11,1
PUR47702,CUST05400,P00234,2025-12-15,1
PUR47703,CUST05400,P00234,2025-04-09,1
PUR47704,CUST05401,P00322,2025-07-09,2
PUR47705,CUST05401,P00449,2026-08-22,1
PUR47706,CUST05401,P00449,2026-01-08,1
PUR47707,CUST05401,P00449,2026-04-14,1
PUR47708,CUST05401,P00612,2025-03-29,1
PUR47709,CUST05401,P00261,2024-10-10,1
PUR47710,CUST05401,P00449,2026-01-13,1
PUR47711,CUST05401,P00127,2026-05-14,1
PUR47712,CUST05401,P00449,2026-02-03,2
PUR47713,CUST05401,P00098,2025-08-15,1
PUR47714,CUST05401,P00230,2025-01-25,2
PUR47715,CUST05401,P00738,2025-03-30,1
PUR47716,CUST05401,P00449,2025-07-13,1
PUR47717,CUST05401,P00449,2025-11-16,2
PUR47718,CUST05401,P00449,2025-12-24,2
PUR47719,CUST05402,P00053,2025-09-19,1
PUR47720,CUST05402,P00067,2024-10-31,1
PUR47721,CUST05402,P00420,2024-12-20,1
PUR47722,CUST05402,P00138,2026-06-12,1
PUR47723,CUST05402,P00260,2024-12-02,1
PUR47724,CUST05402,P00369,2025-09-22,2
PUR47725,CUST05402,P00330,2025-07-16,1
PUR47726,CUST05402,P00053,2026-01-05,1
PUR47727,CUST05402,P00207,2026-07-16,1
PUR47728,CUST05402,P00369,2026-04-20,2
PUR47729,CUST05402,P00689,2025-09-18,2
PUR47730,CUST05402,P00053,2026-05-05,1
PUR47731,CUST05403,P00729,2024-09-18,1
PUR47732,CUST05403,P00729,2026-01-23,1
PUR47733,CUST05403,P00724,2026-05-08,3
PUR47734,CUST05403,P00383,2025-12-06,1
PUR47735,CUST05403,P00643,2024-12-07,1
PUR47736,CUST05403,P00729,2025-10-16,1
PUR47737,CUST05403,P00342,2025-12-22,2
PUR47738,CUST05403,P00729,2025-09-25,2
PUR47739,CUST05403,P00729,2025-09-01,1
PUR47740,CUST05403,P00729,2025-10-03,1
PUR47741,CUST05404,P00749,2026-08-10,1
PUR47742,CUST05404,P00749,2026-08-31,2
PUR47743,CUST05404,P00749,2026-09-01,1
PUR47744,CUST05404,P00749,2026-08-07,1
PUR47745,CUST05404,P00749,2026-08-17,1
PUR47746,CUST05404,P00749,2026-08-21,1
PUR47747,CUST05404,P00656,2026-08-18,1
PUR47748,CUST05405,P00670,2026-07-07,1
PUR47749,CUST05405,P00345,2026-08-02,1
PUR47750,CUST05405,P00680,2024-10-11,1
PUR47751,CUST05405,P00691,2025-09-10,1
PUR47752,CUST05405,P00670,2026-02-12,1
PUR47753,CUST05405,P00341,2026-03-13,1
PUR47754,CUST05405,P00341,2024-11-23,1
PUR47755,CUST05405,P00670,2025-01-08,1
PUR47756,CUST05405,P00670,2024-10-07,2
PUR47757,CUST05405,P00530,2025-01-06,1
PUR47758,CUST05405,P00341,2026-05-11,1
PUR47759,CUST05405,P00691,2024-11-14,1
PUR47760,CUST05405,P00670,2025-01-19,1
PUR47761,CUST05405,P00527,2026-01-20,1
PUR47762,CUST05405,P00670,2025-08-09,2
PUR47763,CUST05406,P00647,2024-12-12,1
PUR47764,CUST05406,P00412,2025-01-27,3
PUR47765,CUST05406,P00647,2026-03-24,1
PUR47766,CUST05406,P00647,2025-03-19,2
PUR47767,CUST05406,P00647,2024-12-02,1
PUR47768,CUST05407,P00031,2025-05-04,2
PUR47769,CUST05407,P00001,2026-05-15,1
PUR47770,CUST05407,P00719,2025-10-05,1
PUR47771,CUST05407,P00242,2025-07-14,1
PUR47772,CUST05407,P00471,2026-01-18,1
PUR47773,CUST05407,P00061,2026-02-11,1
PUR47774,CUST05407,P00719,2026-02-02,2
PUR47775,CUST05407,P00593,2025-07-11,1
PUR47776,CUST05407,P00242,2024-10-08,1
PUR47777,CUST05408,P00406,2024-11-19,1
PUR47778,CUST05408,P00319,2026-01-20,1
PUR47779,CUST05408,P00360,2025-08-29,1
PUR47780,CUST05408,P00676,2024-11-08,1
PUR47781,CUST05408,P00360,2026-02-14,1
PUR47782,CUST05408,P00360,2026-05-21,1
PUR47783,CUST05408,P00319,2025-05-26,1
PUR47784,CUST05408,P00643,2026-06-23,1
PUR47785,CUST05408,P00319,2025-06-03,1
PUR47786,CUST05408,P00476,2026-08-12,1
PUR47787,CUST05408,P00360,2026-02-03,1
PUR47788,CUST05408,P00093,2026-02-11,1
PUR47789,CUST05408,P00360,2025-05-11,1
PUR47790,CUST05408,P00676,2025-05-11,1
PUR47791,CUST05408,P00319,2024-12-12,1
PUR47792,CUST05408,P00627,2025-08-04,2
PUR47793,CUST05408,P00319,2024-10-30,3
PUR47794,CUST05408,P00676,2025-07-28,1
PUR47795,CUST05409,P00289,2025-12-12,1
PUR47796,CUST05409,P00289,2025-06-27,1
PUR47797,CUST05409,P00467,2025-11-30,1
PUR47798,CUST05409,P00136,2025-11-15,1
PUR47799,CUST05409,P00289,2025-08-21,1
PUR47800,CUST05409,P00289,2026-03-02,1
PUR47801,CUST05409,P00601,2024-12-19,1
PUR47802,CUST05409,P00713,2024-10-20,1
PUR47803,CUST05409,P00713,2026-01-01,1
PUR47804,CUST05410,P00713,2025-03-04,1
PUR47805,CUST05410,P00210,2025-04-22,1
PUR47806,CUST05410,P00148,2026-06-29,1
PUR47807,CUST05410,P00508,2026-08-06,2
PUR47808,CUST05410,P00464,2026-05-24,1
PUR47809,CUST05411,P00667,2025-01-10,1
PUR47810,CUST05411,P00667,2025-08-05,1
PUR47811,CUST05411,P00667,2026-03-02,1
PUR47812,CUST05411,P00667,2025-04-15,1
PUR47813,CUST05412,P00147,2026-05-07,2
PUR47814,CUST05412,P00371,2025-07-08,2
PUR47815,CUST05412,P00352,2025-04-08,1
PUR47816,CUST05412,P00657,2025-06-30,2
PUR47817,CUST05413,P00516,2026-01-28,1
PUR47818,CUST05413,P00516,2026-03-22,1
PUR47819,CUST05413,P00613,2025-08-12,1
PUR47820,CUST05413,P00017,2025-10-10,1
PUR47821,CUST05413,P00516,2026-05-22,2
PUR47822,CUST05413,P00516,2025-09-15,1
PUR47823,CUST05414,P00615,2026-02-27,1
PUR47824,CUST05414,P00725,2026-08-25,3
PUR47825,CUST05414,P00202,2025-08-11,1
PUR47826,CUST05414,P00116,2025-11-17,1
PUR47827,CUST05414,P00365,2025-12-08,1
PUR47828,CUST05414,P00615,2026-01-06,1
PUR47829,CUST05414,P00423,2026-05-13,1
PUR47830,CUST05414,P00188,2026-02-01,1
PUR47831,CUST05414,P00358,2026-05-01,2
PUR47832,CUST05414,P00110,2025-09-08,1
PUR47833,CUST05414,P00115,2025-07-26,1
PUR47834,CUST05414,P00423,2025-10-12,1
PUR47835,CUST05414,P00188,2025-09-21,3
PUR47836,CUST05414,P00747,2024-10-22,1
PUR47837,CUST05414,P00423,2025-03-02,1
PUR47838,CUST05414,P00423,2024-10-25,1
PUR47839,CUST05414,P00554,2025-11-13,1
PUR47840,CUST05414,P00365,2026-07-11,1
PUR47841,CUST05416,P00620,2026-05-08,2
PUR47842,CUST05416,P00294,2026-02-27,1
PUR47843,CUST05416,P00448,2026-06-16,1
PUR47844,CUST05416,P00190,2024-10-17,1
PUR47845,CUST05416,P00474,2025-08-29,2
PUR47846,CUST05416,P00474,2025-03-06,2
PUR47847,CUST05416,P00294,2025-04-27,1
PUR47848,CUST05416,P00474,2025-06-25,1
PUR47849,CUST05416,P00294,2025-02-07,1
PUR47850,CUST05416,P00152,2025-07-13,1
PUR47851,CUST05416,P00381,2024-11-14,1
PUR47852,CUST05416,P00533,2024-10-12,1
PUR47853,CUST05416,P00474,2025-03-21,1
PUR47854,CUST05416,P00620,2026-03-28,1
PUR47855,CUST05416,P00294,2025-08-06,1
PUR47856,CUST05416,P00020,2025-03-08,2
PUR47857,CUST05416,P00533,2026-04-30,1
PUR47858,CUST05416,P00215,2026-01-21,2
PUR47859,CUST05416,P00348,2025-03-10,1
PUR47860,CUST05417,P00415,2025-11-19,1
PUR47861,CUST05417,P00518,2025-08-21,1
PUR47862,CUST05417,P00346,2026-09-01,1
PUR47863,CUST05418,P00132,2025-11-08,1
PUR47864,CUST05418,P00525,2026-01-13,2
PUR47865,CUST05418,P00712,2024-10-07,1
PUR47866,CUST05418,P00450,2026-01-12,1
PUR47867,CUST05418,P00025,2025-07-14,1
PUR47868,CUST05418,P00443,2025-04-06,1
PUR47869,CUST05418,P00025,2026-02-02,1
PUR47870,CUST05418,P00025,2025-10-15,1
PUR47871,CUST05418,P00642,2026-03-14,2
PUR47872,CUST05418,P00036,2026-02-24,1
PUR47873,CUST05418,P00712,2025-09-23,3
PUR47874,CUST05418,P00217,2025-05-19,1
PUR47875,CUST05418,P00554,2024-11-24,1
PUR47876,CUST05418,P00217,2025-11-30,2
PUR47877,CUST05418,P00253,2024-12-14,1
PUR47878,CUST05418,P00036,2025-10-01,1
PUR47879,CUST05419,P00658,2025-06-25,1
PUR47880,CUST05419,P00049,2026-04-18,2
PUR47881,CUST05419,P00201,2025-04-20,1
PUR47882,CUST05420,P00170,2024-09-25,2
PUR47883,CUST05420,P00547,2024-11-26,2
PUR47884,CUST05420,P00170,2024-12-25,1
PUR47885,CUST05420,P00017,2026-03-24,2
PUR47886,CUST05420,P00170,2026-04-16,1
PUR47887,CUST05420,P00547,2025-01-27,1
PUR47888,CUST05420,P00170,2025-08-31,1
PUR47889,CUST05420,P00547,2025-08-07,1
PUR47890,CUST05420,P00017,2026-04-16,2
PUR47891,CUST05420,P00373,2026-01-16,1
PUR47892,CUST05420,P00547,2024-11-20,1
PUR47893,CUST05420,P00170,2026-02-01,1
PUR47894,CUST05421,P00030,2025-06-05,1
PUR47895,CUST05421,P00030,2025-06-24,2
PUR47896,CUST05421,P00030,2024-11-27,1
PUR47897,CUST05421,P00060,2024-10-14,1
PUR47898,CUST05421,P00157,2025-06-10,1
PUR47899,CUST05421,P00469,2024-09-14,1
PUR47900,CUST05421,P00469,2025-01-06,1
PUR47901,CUST05421,P00469,2025-08-05,1
PUR47902,CUST05421,P00030,2024-11-13,1
PUR47903,CUST05421,P00469,2024-12-02,2
PUR47904,CUST05421,P00741,2025-03-18,1
PUR47905,CUST05421,P00469,2026-02-10,1
PUR47906,CUST05422,P00313,2026-04-26,1
PUR47907,CUST05422,P00748,2026-05-18,2
PUR47908,CUST05422,P00260,2026-03-09,1
PUR47909,CUST05422,P00295,2026-06-03,1
PUR47910,CUST05423,P00558,2025-03-26,2
PUR47911,CUST05423,P00692,2026-05-16,1
PUR47912,CUST05423,P00574,2025-07-31,1
PUR47913,CUST05423,P00558,2026-04-28,1
PUR47914,CUST05424,P00607,2024-10-02,3
PUR47915,CUST05424,P00504,2026-01-15,2
PUR47916,CUST05424,P00316,2025-03-10,1
PUR47917,CUST05426,P00591,2025-10-16,2
PUR47918,CUST05426,P00355,2024-12-07,1
PUR47919,CUST05426,P00591,2026-05-07,1
PUR47920,CUST05426,P00124,2025-04-07,1
PUR47921,CUST05426,P00559,2025-03-28,1
PUR47922,CUST05426,P00591,2026-06-11,1
PUR47923,CUST05427,P00459,2026-04-23,1
PUR47924,CUST05427,P00217,2025-03-13,1
PUR47925,CUST05427,P00460,2026-08-03,1
PUR47926,CUST05427,P00217,2024-09-23,1
PUR47927,CUST05427,P00217,2024-12-28,2
PUR47928,CUST05427,P00217,2025-02-15,1
PUR47929,CUST05427,P00525,2024-09-23,2
PUR47930,CUST05428,P00202,2025-02-15,1
PUR47931,CUST05428,P00202,2025-01-19,1
PUR47932,CUST05428,P00202,2025-03-25,1
PUR47933,CUST05428,P00202,2025-04-22,1
PUR47934,CUST05428,P00202,2025-05-11,1
PUR47935,CUST05428,P00022,2026-08-10,1
PUR47936,CUST05428,P00609,2026-05-28,1
PUR47937,CUST05428,P00202,2025-09-30,2
PUR47938,CUST05429,P00341,2026-01-13,1
PUR47939,CUST05429,P00341,2024-12-15,2
PUR47940,CUST05429,P00341,2025-07-19,2
PUR47941,CUST05429,P00341,2025-12-15,1
PUR47942,CUST05429,P00608,2025-07-24,1
PUR47943,CUST05430,P00365,2025-03-04,1
PUR47944,CUST05430,P00496,2025-09-05,1
PUR47945,CUST05430,P00188,2024-10-10,1
PUR47946,CUST05430,P00539,2026-06-12,1
PUR47947,CUST05430,P00496,2024-10-22,1
PUR47948,CUST05430,P00496,2025-04-04,2
PUR47949,CUST05430,P00308,2025-05-13,1
PUR47950,CUST05430,P00195,2026-02-14,1
PUR47951,CUST05430,P00679,2025-05-26,1
PUR47952,CUST05430,P00365,2025-09-06,2
PUR47953,CUST05430,P00188,2024-10-18,1
PUR47954,CUST05430,P00496,2026-06-05,1
PUR47955,CUST05430,P00539,2026-05-02,2
PUR47956,CUST05430,P00496,2026-02-12,1
PUR47957,CUST05430,P00188,2025-04-01,1
PUR47958,CUST05430,P00722,2025-05-07,2
PUR47959,CUST05430,P00496,2025-03-27,1
